alpha3Code,gender,population,age
WSM,Male,1707,25
WSM,Male,1626,26
WSM,Male,1525,27
WSM,Male,1415,28
WSM,Male,1309,29
WSM,Male,2384,3
WSM,Male,1203,30
WSM,Male,1121,31
WSM,Male,1079,32
WSM,Male,1064,33
WSM,Male,1049,34
WSM,Male,1040,35
WSM,Male,1032,36
WSM,Male,1019,37
WSM,Male,1006,38
WSM,Male,998,39
WSM,Male,2366,4
WSM,Male,993,40
WSM,Male,992,41
WSM,Male,997,42
WSM,Male,1005,43
WSM,Male,1012,44
WSM,Male,1018,45
WSM,Male,1022,46
WSM,Male,1022,47
WSM,Male,1018,48
WSM,Male,1013,49
WSM,Male,2428,5
WSM,Male,1008,50
WSM,Male,991,51
WSM,Male,958,52
WSM,Male,913,53
WSM,Male,868,54
WSM,Male,819,55
WSM,Male,778,56
WSM,Male,752,57
WSM,Male,734,58
WSM,Male,713,59
WSM,Male,2486,6
WSM,Male,691,60
WSM,Male,664,61
WSM,Male,627,62
WSM,Male,583,63
WSM,Male,541,64
WSM,Male,500,65
WSM,Male,459,66
WSM,Male,417,67
WSM,Male,376,68
WSM,Male,335,69
WSM,Male,2536,7
WSM,Male,294,70
WSM,Male,261,71
WSM,Male,241,72
WSM,Male,229,73
WSM,Male,218,74
WSM,Male,208,75
WSM,Male,197,76
WSM,Male,182,77
WSM,Male,164,78
WSM,Male,149,79
WSM,Male,2577,8
WSM,Male,135,80
WSM,Male,121,81
WSM,Male,106,82
WSM,Male,91,83
WSM,Male,77,84
WSM,Male,63,85
WSM,Male,52,86
WSM,Male,43,87
WSM,Male,36,88
WSM,Male,29,89
WSM,Male,2613,9
WSM,Male,24,90
WSM,Male,20,91
WSM,Male,15,92
WSM,Male,11,93
WSM,Male,7,94
WSM,Male,6,95
WSM,Male,5,96
WSM,Male,3,97
WSM,Male,2,98
WSM,Male,1,99
STP,Male,3318,0
STP,Male,3268,1
STP,Male,2891,10
STP,Male,0,100
STP,Male,2842,11
STP,Male,2788,12
STP,Male,2730,13
STP,Male,2670,14
STP,Male,2611,15
STP,Male,2535,16
STP,Male,2435,17
STP,Male,2320,18
STP,Male,2208,19
STP,Male,3221,2
STP,Male,2097,20
STP,Male,1993,21
STP,Male,1903,22
STP,Male,1824,23
STP,Male,1744,24
STP,Male,1660,25
STP,Male,1602,26
STP,Male,1583,27
STP,Male,1587,28
STP,Male,1593,29
STP,Male,3178,3
STP,Male,1611,30
STP,Male,1589,31
STP,Male,1503,32
STP,Male,1379,33
STP,Male,1262,34
STP,Male,1135,35
STP,Male,1062,36
STP,Male,1075,37
STP,Male,1140,38
STP,Male,1194,39
STP,Male,3151,4
STP,Male,1258,40
STP,Male,1269,41
STP,Male,1192,42
STP,Male,1060,43
STP,Male,939,44
STP,Male,815,45
STP,Male,721,46
STP,Male,683,47
STP,Male,680,48
STP,Male,669,49
STP,Male,3107,5
STP,Male,659,50
STP,Male,642,51
STP,Male,610,52
STP,Male,570,53
STP,Male,534,54
STP,Male,501,55
STP,Male,469,56
STP,Male,436,57
STP,Male,403,58
STP,Male,371,59
STP,Male,3065,6
STP,Male,340,60
STP,Male,311,61
STP,Male,286,62
STP,Male,263,63
STP,Male,241,64
STP,Male,221,65
STP,Male,201,66
STP,Male,181,67
STP,Male,160,68
STP,Male,142,69
STP,Male,3023,7
STP,Male,124,70
STP,Male,110,71
STP,Male,101,72
STP,Male,96,73
STP,Male,91,74
STP,Male,86,75
STP,Male,84,76
STP,Male,86,77
STP,Male,90,78
STP,Male,94,79
STP,Male,2980,8
STP,Male,99,80
STP,Male,100,81
STP,Male,91,82
STP,Male,78,83
STP,Male,66,84
STP,Male,53,85
STP,Male,42,86
STP,Male,35,87
STP,Male,29,88
STP,Male,23,89
STP,Male,2937,9
STP,Male,17,90
STP,Male,13,91
STP,Male,10,92
STP,Male,7,93
STP,Male,5,94
STP,Male,4,95
STP,Male,3,96
STP,Male,2,97
STP,Male,1,98
STP,Male,0,99
SAU,Male,322419,0
SAU,Male,315864,1
SAU,Male,272559,10
SAU,Male,71,100
SAU,Male,267215,11
SAU,Male,259235,12
SAU,Male,249974,13
SAU,Male,241822,14
SAU,Male,234418,15
SAU,Male,229443,16
SAU,Male,228018,17
SAU,Male,229558,18
SAU,Male,231792,19
SAU,Male,309729,2
SAU,Male,234492,20
SAU,Male,241427,21
SAU,Male,254028,22
SAU,Male,270393,23
SAU,Male,287053,24
SAU,Male,304537,25
SAU,Male,320784,26
SAU,Male,334361,27
SAU,Male,345995,28
SAU,Male,358063,29
SAU,Male,303955,3
SAU,Male,370350,30
SAU,Male,380513,31
SAU,Male,387705,32
SAU,Male,392853,33
SAU,Male,397018,34
SAU,Male,399127,35
SAU,Male,403714,36
SAU,Male,412863,37
SAU,Male,423990,38
SAU,Male,432830,39
SAU,Male,296703,4
SAU,Male,440718,40
SAU,Male,442284,41
SAU,Male,434577,42
SAU,Male,420234,43
SAU,Male,405477,44
SAU,Male,389824,45
SAU,Male,371395,46
SAU,Male,350124,47
SAU,Male,327113,48
SAU,Male,303230,49
SAU,Male,292996,5
SAU,Male,277943,50
SAU,Male,256316,51
SAU,Male,240849,52
SAU,Male,229380,53
SAU,Male,217431,54
SAU,Male,206120,55
SAU,Male,193670,56
SAU,Male,178820,57
SAU,Male,162718,58
SAU,Male,147643,59
SAU,Male,289068,6
SAU,Male,132979,60
SAU,Male,120018,61
SAU,Male,109580,62
SAU,Male,100897,63
SAU,Male,92527,64
SAU,Male,84936,65
SAU,Male,76904,66
SAU,Male,67733,67
SAU,Male,58136,68
SAU,Male,49344,69
SAU,Male,284897,7
SAU,Male,40899,70
SAU,Male,34285,71
SAU,Male,30293,72
SAU,Male,28105,73
SAU,Male,26113,74
SAU,Male,24650,75
SAU,Male,22948,76
SAU,Male,20466,77
SAU,Male,17580,78
SAU,Male,15192,79
SAU,Male,280463,8
SAU,Male,13109,80
SAU,Male,11252,81
SAU,Male,9666,82
SAU,Male,8302,83
SAU,Male,7058,84
SAU,Male,5945,85
SAU,Male,4957,86
SAU,Male,4079,87
SAU,Male,3308,88
SAU,Male,2595,89
SAU,Male,276204,9
SAU,Male,2063,90
SAU,Male,1679,91
SAU,Male,1288,92
SAU,Male,885,93
SAU,Male,608,94
SAU,Male,487,95
SAU,Male,389,96
SAU,Male,275,97
SAU,Male,145,98
SAU,Male,68,99
SEN,Male,272645,0
SEN,Male,271520,1
SEN,Male,223453,10
SEN,Male,2,100
SEN,Male,216102,11
SEN,Male,208822,12
SEN,Male,201651,13
SEN,Male,194481,14
SEN,Male,187310,15
SEN,Male,180687,16
SEN,Male,174867,17
SEN,Male,169645,18
SEN,Male,164521,19
SEN,Male,269263,2
SEN,Male,159542,20
SEN,Male,154895,21
SEN,Male,150605,22
SEN,Male,146584,23
SEN,Male,142712,24
SEN,Male,139006,25
SEN,Male,135259,26
SEN,Male,131352,27
SEN,Male,127355,28
SEN,Male,123434,29
SEN,Male,265985,3
SEN,Male,119528,30
SEN,Male,115681,31
SEN,Male,111921,32
SEN,Male,108191,33
SEN,Male,104468,34
SEN,Male,100831,35
SEN,Male,96853,36
SEN,Male,92342,37
SEN,Male,87529,38
SEN,Male,82822,39
SEN,Male,262315,4
SEN,Male,78121,40
SEN,Male,73788,41
SEN,Male,70041,42
SEN,Male,66709,43
SEN,Male,63414,44
SEN,Male,60239,45
SEN,Male,57140,46
SEN,Male,54060,47
SEN,Male,51046,48
SEN,Male,48193,49
SEN,Male,256928,5
SEN,Male,45467,50
SEN,Male,42949,51
SEN,Male,40682,52
SEN,Male,38617,53
SEN,Male,36654,54
SEN,Male,34811,55
SEN,Male,33041,56
SEN,Male,31310,57
SEN,Male,29637,58
SEN,Male,28052,59
SEN,Male,250991,6
SEN,Male,26522,60
SEN,Male,25135,61
SEN,Male,23929,62
SEN,Male,22842,63
SEN,Male,21797,64
SEN,Male,20839,65
SEN,Male,19727,66
SEN,Male,18341,67
SEN,Male,16802,68
SEN,Male,15333,69
SEN,Male,244593,7
SEN,Male,13869,70
SEN,Male,12602,71
SEN,Male,11645,72
SEN,Male,10893,73
SEN,Male,10140,74
SEN,Male,9439,75
SEN,Male,8676,76
SEN,Male,7779,77
SEN,Male,6812,78
SEN,Male,5918,79
SEN,Male,237823,8
SEN,Male,5071,80
SEN,Male,4287,81
SEN,Male,3588,82
SEN,Male,2964,83
SEN,Male,2377,84
SEN,Male,1826,85
SEN,Male,1369,86
SEN,Male,1029,87
SEN,Male,779,88
SEN,Male,543,89
SEN,Male,230752,9
SEN,Male,376,90
SEN,Male,275,91
SEN,Male,189,92
SEN,Male,112,93
SEN,Male,60,94
SEN,Male,41,95
SEN,Male,31,96
SEN,Male,21,97
SEN,Male,9,98
SEN,Male,3,99
SRB,Male,46970,0
SRB,Male,46930,1
SRB,Male,48597,10
SRB,Male,67,100
SRB,Male,49129,11
SRB,Male,49963,12
SRB,Male,50977,13
SRB,Male,52003,14
SRB,Male,53123,15
SRB,Male,53930,16
SRB,Male,54223,17
SRB,Male,54203,18
SRB,Male,54259,19
SRB,Male,46942,2
SRB,Male,54291,20
SRB,Male,54554,21
SRB,Male,55206,22
SRB,Male,56112,23
SRB,Male,56920,24
SRB,Male,57638,25
SRB,Male,58481,26
SRB,Male,59500,27
SRB,Male,60573,28
SRB,Male,61620,29
SRB,Male,47006,3
SRB,Male,62773,30
SRB,Male,63259,31
SRB,Male,62721,32
SRB,Male,61558,33
SRB,Male,60440,34
SRB,Male,59129,35
SRB,Male,58493,36
SRB,Male,58999,37
SRB,Male,60191,38
SRB,Male,61174,39
SRB,Male,47532,4
SRB,Male,62161,40
SRB,Male,62673,41
SRB,Male,62395,42
SRB,Male,61584,43
SRB,Male,60856,44
SRB,Male,60139,45
SRB,Male,59273,46
SRB,Male,58257,47
SRB,Male,57160,48
SRB,Male,56050,49
SRB,Male,47507,5
SRB,Male,54901,50
SRB,Male,53996,51
SRB,Male,53480,52
SRB,Male,53242,53
SRB,Male,53027,54
SRB,Male,52887,55
SRB,Male,52821,56
SRB,Male,52803,57
SRB,Male,52850,58
SRB,Male,52843,59
SRB,Male,47573,6
SRB,Male,52612,60
SRB,Male,52960,61
SRB,Male,54211,62
SRB,Male,55878,63
SRB,Male,57251,64
SRB,Male,58592,65
SRB,Male,58587,66
SRB,Male,56549,67
SRB,Male,53105,68
SRB,Male,49725,69
SRB,Male,47731,7
SRB,Male,46308,70
SRB,Male,42398,71
SRB,Male,37978,72
SRB,Male,33324,73
SRB,Male,28602,74
SRB,Male,23625,75
SRB,Male,19928,76
SRB,Male,18243,77
SRB,Male,17870,78
SRB,Male,17400,79
SRB,Male,47982,8
SRB,Male,17144,80
SRB,Male,16493,81
SRB,Male,15014,82
SRB,Male,13037,83
SRB,Male,11347,84
SRB,Male,9801,85
SRB,Male,8333,86
SRB,Male,6993,87
SRB,Male,5770,88
SRB,Male,4447,89
SRB,Male,48284,9
SRB,Male,3351,90
SRB,Male,2684,91
SRB,Male,2011,92
SRB,Male,1317,93
SRB,Male,811,94
SRB,Male,587,95
SRB,Male,458,96
SRB,Male,312,97
SRB,Male,150,98
SRB,Male,67,99
SYC,Male,685,0
SYC,Male,735,1
SYC,Male,707,10
SYC,Male,2,100
SYC,Male,679,11
SYC,Male,653,12
SYC,Male,630,13
SYC,Male,606,14
SYC,Male,583,15
SYC,Male,566,16
SYC,Male,559,17
SYC,Male,560,18
SYC,Male,561,19
SYC,Male,770,2
SYC,Male,564,20
SYC,Male,572,21
SYC,Male,588,22
SYC,Male,609,23
SYC,Male,630,24
SYC,Male,654,25
SYC,Male,674,26
SYC,Male,685,27
SYC,Male,692,28
SYC,Male,699,29
SYC,Male,793,3
SYC,Male,705,30
SYC,Male,713,31
SYC,Male,725,32
SYC,Male,739,33
SYC,Male,751,34
SYC,Male,763,35
SYC,Male,769,36
SYC,Male,766,37
SYC,Male,756,38
SYC,Male,747,39
SYC,Male,811,4
SYC,Male,736,40
SYC,Male,728,41
SYC,Male,726,42
SYC,Male,728,43
SYC,Male,728,44
SYC,Male,728,45
SYC,Male,724,46
SYC,Male,714,47
SYC,Male,700,48
SYC,Male,686,49
SYC,Male,808,5
SYC,Male,670,50
SYC,Male,657,51
SYC,Male,650,52
SYC,Male,646,53
SYC,Male,640,54
SYC,Male,632,55
SYC,Male,621,56
SYC,Male,604,57
SYC,Male,582,58
SYC,Male,560,59
SYC,Male,797,6
SYC,Male,537,60
SYC,Male,510,61
SYC,Male,479,62
SYC,Male,445,63
SYC,Male,411,64
SYC,Male,377,65
SYC,Male,343,66
SYC,Male,310,67
SYC,Male,278,68
SYC,Male,247,69
SYC,Male,780,7
SYC,Male,215,70
SYC,Male,191,71
SYC,Male,179,72
SYC,Male,174,73
SYC,Male,169,74
SYC,Male,167,75
SYC,Male,160,76
SYC,Male,143,77
SYC,Male,121,78
SYC,Male,102,79
SYC,Male,759,8
SYC,Male,83,80
SYC,Male,68,81
SYC,Male,60,82
SYC,Male,56,83
SYC,Male,52,84
SYC,Male,49,85
SYC,Male,45,86
SYC,Male,39,87
SYC,Male,33,88
SYC,Male,26,89
SYC,Male,735,9
SYC,Male,21,90
SYC,Male,18,91
SYC,Male,14,92
SYC,Male,10,93
SYC,Male,7,94
SYC,Male,5,95
SYC,Male,4,96
SYC,Male,3,97
SYC,Male,2,98
SYC,Male,1,99
SLE,Male,122737,0
SLE,Male,119968,1
SLE,Male,104182,10
SLE,Male,0,100
SLE,Male,102398,11
SLE,Male,100132,12
SLE,Male,97532,13
SLE,Male,94928,14
SLE,Male,92279,15
SLE,Male,89568,16
SLE,Male,86831,17
SLE,Male,84078,18
SLE,Male,81304,19
SLE,Male,117503,2
SLE,Male,78529,20
SLE,Male,75795,21
SLE,Male,73130,22
SLE,Male,70542,23
SLE,Male,68000,24
SLE,Male,65492,25
SLE,Male,63199,26
SLE,Male,61202,27
SLE,Male,59421,28
SLE,Male,57676,29
SLE,Male,115298,3
SLE,Male,55977,30
SLE,Male,54366,31
SLE,Male,52836,32
SLE,Male,51357,33
SLE,Male,49921,34
SLE,Male,48549,35
SLE,Male,47049,36
SLE,Male,45331,37
SLE,Male,43480,38
SLE,Male,41670,39
SLE,Male,113096,4
SLE,Male,39863,40
SLE,Male,38125,41
SLE,Male,36503,42
SLE,Male,34961,43
SLE,Male,33426,44
SLE,Male,31925,45
SLE,Male,30412,46
SLE,Male,28865,47
SLE,Male,27315,48
SLE,Male,25814,49
SLE,Male,111566,5
SLE,Male,24343,50
SLE,Male,22984,51
SLE,Male,21780,52
SLE,Male,20689,53
SLE,Male,19630,54
SLE,Male,18618,55
SLE,Male,17632,56
SLE,Male,16650,57
SLE,Male,15687,58
SLE,Male,14773,59
SLE,Male,110087,6
SLE,Male,13901,60
SLE,Male,13066,61
SLE,Male,12269,62
SLE,Male,11508,63
SLE,Male,10773,64
SLE,Male,10057,65
SLE,Male,9396,66
SLE,Male,8804,67
SLE,Male,8259,68
SLE,Male,7731,69
SLE,Male,108621,7
SLE,Male,7237,70
SLE,Male,6694,71
SLE,Male,6059,72
SLE,Male,5374,73
SLE,Male,4725,74
SLE,Male,4098,75
SLE,Male,3514,76
SLE,Male,2990,77
SLE,Male,2520,78
SLE,Male,2071,79
SLE,Male,107132,8
SLE,Male,1646,80
SLE,Male,1285,81
SLE,Male,1004,82
SLE,Male,787,83
SLE,Male,596,84
SLE,Male,436,85
SLE,Male,309,86
SLE,Male,212,87
SLE,Male,141,88
SLE,Male,91,89
SLE,Male,105644,9
SLE,Male,66,90
SLE,Male,46,91
SLE,Male,28,92
SLE,Male,14,93
SLE,Male,6,94
SLE,Male,5,95
SLE,Male,4,96
SLE,Male,2,97
SLE,Male,1,98
SLE,Male,0,99
SGP,Male,26542,0
SGP,Male,27061,1
SGP,Male,29712,10
SGP,Male,171,100
SGP,Male,30115,11
SGP,Male,30701,12
SGP,Male,31415,13
SGP,Male,32133,14
SGP,Male,32856,15
SGP,Male,33642,16
SGP,Male,34499,17
SGP,Male,35390,18
SGP,Male,36244,19
SGP,Male,27503,2
SGP,Male,37049,20
SGP,Male,37810,21
SGP,Male,38514,22
SGP,Male,39131,23
SGP,Male,39722,24
SGP,Male,40366,25
SGP,Male,40552,26
SGP,Male,40060,27
SGP,Male,39164,28
SGP,Male,38323,29
SGP,Male,27882,3
SGP,Male,37408,30
SGP,Male,36927,31
SGP,Male,37168,32
SGP,Male,37887,33
SGP,Male,38548,34
SGP,Male,39250,35
SGP,Male,39948,36
SGP,Male,40564,37
SGP,Male,41139,38
SGP,Male,41757,39
SGP,Male,28348,4
SGP,Male,42357,40
SGP,Male,43056,41
SGP,Male,43908,42
SGP,Male,44816,43
SGP,Male,45689,44
SGP,Male,46612,45
SGP,Male,47118,46
SGP,Male,46987,47
SGP,Male,46458,48
SGP,Male,45926,49
SGP,Male,28528,5
SGP,Male,45229,50
SGP,Male,44949,51
SGP,Male,45389,52
SGP,Male,46234,53
SGP,Male,46875,54
SGP,Male,47442,55
SGP,Male,47616,56
SGP,Male,47180,57
SGP,Male,46290,58
SGP,Male,45361,59
SGP,Male,28719,6
SGP,Male,44354,60
SGP,Male,43052,61
SGP,Male,41404,62
SGP,Male,39506,63
SGP,Male,37496,64
SGP,Male,35330,65
SGP,Male,33269,66
SGP,Male,31451,67
SGP,Male,29762,68
SGP,Male,28024,69
SGP,Male,28930,7
SGP,Male,26361,70
SGP,Male,24378,71
SGP,Male,21887,72
SGP,Male,19136,73
SGP,Male,16498,74
SGP,Male,13823,75
SGP,Male,11777,76
SGP,Male,10702,77
SGP,Male,10267,78
SGP,Male,9809,79
SGP,Male,29172,8
SGP,Male,9478,80
SGP,Male,8971,81
SGP,Male,8075,82
SGP,Male,6955,83
SGP,Male,5990,84
SGP,Male,5104,85
SGP,Male,4301,86
SGP,Male,3618,87
SGP,Male,3031,88
SGP,Male,2418,89
SGP,Male,29436,9
SGP,Male,1912,90
SGP,Male,1579,91
SGP,Male,1240,92
SGP,Male,889,93
SGP,Male,657,94
SGP,Male,551,95
SGP,Male,449,96
SGP,Male,329,97
SGP,Male,193,98
SGP,Male,113,99
SVK,Male,28422,0
SVK,Male,28696,1
SVK,Male,29433,10
SVK,Male,62,100
SVK,Male,29228,11
SVK,Male,28713,12
SVK,Male,28034,13
SVK,Male,27432,14
SVK,Male,26860,15
SVK,Male,26582,16
SVK,Male,26755,17
SVK,Male,27274,18
SVK,Male,27816,19
SVK,Male,28916,2
SVK,Male,28374,20
SVK,Male,29302,21
SVK,Male,30720,22
SVK,Male,32448,23
SVK,Male,34193,24
SVK,Male,36026,25
SVK,Male,37589,26
SVK,Male,38677,27
SVK,Male,39444,28
SVK,Male,40255,29
SVK,Male,29087,3
SVK,Male,41043,30
SVK,Male,41778,31
SVK,Male,42483,32
SVK,Male,43150,33
SVK,Male,43691,34
SVK,Male,44054,35
SVK,Male,44566,36
SVK,Male,45360,37
SVK,Male,46251,38
SVK,Male,46983,39
SVK,Male,28778,4
SVK,Male,47681,40
SVK,Male,47750,41
SVK,Male,46891,42
SVK,Male,45405,43
SVK,Male,43957,44
SVK,Male,42489,45
SVK,Male,40938,46
SVK,Male,39362,47
SVK,Male,37827,48
SVK,Male,36265,49
SVK,Male,29075,5
SVK,Male,34600,50
SVK,Male,33580,51
SVK,Male,33543,52
SVK,Male,34141,53
SVK,Male,34677,54
SVK,Male,35282,55
SVK,Male,35688,56
SVK,Male,35690,57
SVK,Male,35412,58
SVK,Male,35156,59
SVK,Male,29279,6
SVK,Male,34830,60
SVK,Male,34448,61
SVK,Male,34036,62
SVK,Male,33534,63
SVK,Male,32922,64
SVK,Male,32284,65
SVK,Male,31141,66
SVK,Male,29281,67
SVK,Male,26958,68
SVK,Male,24642,69
SVK,Male,29394,7
SVK,Male,22241,70
SVK,Male,20067,71
SVK,Male,18325,72
SVK,Male,16878,73
SVK,Male,15387,74
SVK,Male,13920,75
SVK,Male,12542,76
SVK,Male,11253,77
SVK,Male,10053,78
SVK,Male,8932,79
SVK,Male,29423,8
SVK,Male,7878,80
SVK,Male,6955,81
SVK,Male,6190,82
SVK,Male,5544,83
SVK,Male,4958,84
SVK,Male,4450,85
SVK,Male,3927,86
SVK,Male,3337,87
SVK,Male,2723,88
SVK,Male,2119,89
SVK,Male,29419,9
SVK,Male,1622,90
SVK,Male,1322,91
SVK,Male,1033,92
SVK,Male,745,93
SVK,Male,552,94
SVK,Male,466,95
SVK,Male,377,96
SVK,Male,265,97
SVK,Male,131,98
SVK,Male,64,99
SVN,Male,10295,0
SVN,Male,10623,1
SVN,Male,11086,10
SVN,Male,28,100
SVN,Male,10908,11
SVN,Male,10605,12
SVN,Male,10234,13
SVN,Male,9873,14
SVN,Male,9498,15
SVN,Male,9261,16
SVN,Male,9244,17
SVN,Male,9379,18
SVN,Male,9524,19
SVN,Male,10880,2
SVN,Male,9713,20
SVN,Male,9903,21
SVN,Male,10059,22
SVN,Male,10213,23
SVN,Male,10412,24
SVN,Male,10622,25
SVN,Male,10962,26
SVN,Male,11488,27
SVN,Male,12129,28
SVN,Male,12761,29
SVN,Male,11070,3
SVN,Male,13410,30
SVN,Male,13978,31
SVN,Male,14405,32
SVN,Male,14733,33
SVN,Male,15053,34
SVN,Male,15335,35
SVN,Male,15618,36
SVN,Male,15928,37
SVN,Male,16230,38
SVN,Male,16492,39
SVN,Male,11039,4
SVN,Male,16755,40
SVN,Male,16821,41
SVN,Male,16600,42
SVN,Male,16200,43
SVN,Male,15806,44
SVN,Male,15364,45
SVN,Male,15078,46
SVN,Male,15062,47
SVN,Male,15217,48
SVN,Male,15330,49
SVN,Male,11182,5
SVN,Male,15443,50
SVN,Male,15509,51
SVN,Male,15480,52
SVN,Male,15390,53
SVN,Male,15317,54
SVN,Male,15244,55
SVN,Male,15169,56
SVN,Male,15099,57
SVN,Male,15028,58
SVN,Male,14915,59
SVN,Male,11260,6
SVN,Male,14733,60
SVN,Male,14624,61
SVN,Male,14644,62
SVN,Male,14707,63
SVN,Male,14725,64
SVN,Male,14775,65
SVN,Male,14459,66
SVN,Male,13587,67
SVN,Male,12371,68
SVN,Male,11189,69
SVN,Male,11279,7
SVN,Male,9941,70
SVN,Male,8954,71
SVN,Male,8419,72
SVN,Male,8175,73
SVN,Male,7868,74
SVN,Male,7570,75
SVN,Male,7228,76
SVN,Male,6783,77
SVN,Male,6276,78
SVN,Male,5811,79
SVN,Male,11241,8
SVN,Male,5372,80
SVN,Male,4927,81
SVN,Male,4471,82
SVN,Male,4013,83
SVN,Male,3568,84
SVN,Male,3141,85
SVN,Male,2720,86
SVN,Male,2304,87
SVN,Male,1903,88
SVN,Male,1477,89
SVN,Male,11170,9
SVN,Male,1128,90
SVN,Male,917,91
SVN,Male,697,92
SVN,Male,464,93
SVN,Male,304,94
SVN,Male,236,95
SVN,Male,187,96
SVN,Male,128,97
SVN,Male,61,98
SVN,Male,30,99
SLB,Male,8614,0
SLB,Male,8605,1
SLB,Male,8222,10
SLB,Male,0,100
SLB,Male,8116,11
SLB,Male,7970,12
SLB,Male,7795,13
SLB,Male,7613,14
SLB,Male,7416,15
SLB,Male,7230,16
SLB,Male,7072,17
SLB,Male,6926,18
SLB,Male,6769,19
SLB,Male,8591,2
SLB,Male,6609,20
SLB,Male,6422,21
SLB,Male,6195,22
SLB,Male,5942,23
SLB,Male,5695,24
SLB,Male,5454,25
SLB,Male,5209,26
SLB,Male,4961,27
SLB,Male,4717,28
SLB,Male,4481,29
SLB,Male,8571,3
SLB,Male,4249,30
SLB,Male,4061,31
SLB,Male,3940,32
SLB,Male,3865,33
SLB,Male,3794,34
SLB,Male,3730,35
SLB,Male,3683,36
SLB,Male,3650,37
SLB,Male,3625,38
SLB,Male,3604,39
SLB,Male,8521,4
SLB,Male,3586,40
SLB,Male,3553,41
SLB,Male,3496,42
SLB,Male,3418,43
SLB,Male,3341,44
SLB,Male,3268,45
SLB,Male,3157,46
SLB,Male,2992,47
SLB,Male,2794,48
SLB,Male,2598,49
SLB,Male,8500,5
SLB,Male,2394,50
SLB,Male,2225,51
SLB,Male,2112,52
SLB,Male,2037,53
SLB,Male,1956,54
SLB,Male,1878,55
SLB,Male,1798,56
SLB,Male,1708,57
SLB,Male,1613,58
SLB,Male,1526,59
SLB,Male,8468,6
SLB,Male,1444,60
SLB,Male,1360,61
SLB,Male,1273,62
SLB,Male,1186,63
SLB,Male,1101,64
SLB,Male,1019,65
SLB,Male,945,66
SLB,Male,883,67
SLB,Male,829,68
SLB,Male,777,69
SLB,Male,8423,7
SLB,Male,727,70
SLB,Male,680,71
SLB,Male,634,72
SLB,Male,590,73
SLB,Male,549,74
SLB,Male,511,75
SLB,Male,469,76
SLB,Male,417,77
SLB,Male,360,78
SLB,Male,307,79
SLB,Male,8365,8
SLB,Male,254,80
SLB,Male,210,81
SLB,Male,179,82
SLB,Male,157,83
SLB,Male,136,84
SLB,Male,117,85
SLB,Male,99,86
SLB,Male,80,87
SLB,Male,62,88
SLB,Male,45,89
SLB,Male,8297,9
SLB,Male,32,90
SLB,Male,24,91
SLB,Male,18,92
SLB,Male,12,93
SLB,Male,7,94
SLB,Male,5,95
SLB,Male,4,96
SLB,Male,3,97
SLB,Male,1,98
SLB,Male,0,99
SOM,Male,310375,0
SOM,Male,297173,1
SOM,Male,216760,10
SOM,Male,13,100
SOM,Male,210004,11
SOM,Male,202796,12
SOM,Male,195404,13
SOM,Male,188290,14
SOM,Male,181229,15
SOM,Male,174894,16
SOM,Male,169623,17
SOM,Male,165007,18
SOM,Male,160406,19
SOM,Male,285015,2
SOM,Male,156078,20
SOM,Male,150968,21
SOM,Male,144530,22
SOM,Male,137308,23
SOM,Male,130367,24
SOM,Male,123460,25
SOM,Male,117164,26
SOM,Male,111863,27
SOM,Male,107252,28
SOM,Male,102662,29
SOM,Male,273817,3
SOM,Male,98250,30
SOM,Male,93885,31
SOM,Male,89444,32
SOM,Male,85039,33
SOM,Male,80891,34
SOM,Male,76933,35
SOM,Male,73322,36
SOM,Male,70152,37
SOM,Male,67329,38
SOM,Male,64638,39
SOM,Male,263574,4
SOM,Male,62089,40
SOM,Male,59748,41
SOM,Male,57615,42
SOM,Male,55642,43
SOM,Male,53790,44
SOM,Male,52074,45
SOM,Male,50300,46
SOM,Male,48372,47
SOM,Male,46364,48
SOM,Male,44455,49
SOM,Male,254519,5
SOM,Male,42613,50
SOM,Male,40828,51
SOM,Male,39117,52
SOM,Male,37473,53
SOM,Male,35861,54
SOM,Male,34272,55
SOM,Male,32799,56
SOM,Male,31483,57
SOM,Male,30272,58
SOM,Male,29079,59
SOM,Male,246034,6
SOM,Male,27921,60
SOM,Male,26722,61
SOM,Male,25432,62
SOM,Male,24087,63
SOM,Male,22771,64
SOM,Male,21474,65
SOM,Male,20163,66
SOM,Male,18832,67
SOM,Male,17492,68
SOM,Male,16173,69
SOM,Male,238046,7
SOM,Male,14884,70
SOM,Male,13592,71
SOM,Male,12286,72
SOM,Male,10993,73
SOM,Male,9745,74
SOM,Male,8531,75
SOM,Male,7431,76
SOM,Male,6485,77
SOM,Male,5660,78
SOM,Male,4883,79
SOM,Male,230478,8
SOM,Male,4165,80
SOM,Male,3514,81
SOM,Male,2924,82
SOM,Male,2395,83
SOM,Male,1927,84
SOM,Male,1511,85
SOM,Male,1169,86
SOM,Male,908,87
SOM,Male,712,88
SOM,Male,544,89
SOM,Male,223369,9
SOM,Male,434,90
SOM,Male,347,91
SOM,Male,259,92
SOM,Male,169,93
SOM,Male,108,94
SOM,Male,82,95
SOM,Male,65,96
SOM,Male,45,97
SOM,Male,24,98
SOM,Male,11,99
ZAF,Male,564274,0
ZAF,Male,571088,1
ZAF,Male,546190,10
ZAF,Male,110,100
ZAF,Male,539858,11
ZAF,Male,534706,12
ZAF,Male,530473,13
ZAF,Male,526223,14
