alpha3Code,gender,population,age
BWA,Female,21446,24
BRA,Female,1703089,24
VIR,Female,643,24
BRN,Female,3438,24
BGR,Female,33601,24
BFA,Female,169897,24
BDI,Female,102084,24
KHM,Female,158564,24
CMR,Female,217923,24
CAN,Female,245077,24
CPV,Female,5650,24
CAF,Female,42239,24
TCD,Female,135722,24
CHL,Female,136348,24
CHN,Female,8490817,24
COL,Female,406881,24
COM,Female,7365,24
COG,Female,42867,24
COD,Female,692396,24
CRI,Female,40228,24
HRV,Female,22857,24
CUB,Female,68189,24
CYP,Female,9203,24
CZE,Female,54225,24
DNK,Female,38696,24
DJI,Female,9379,24
DOM,Female,92610,24
ECU,Female,144080,24
EGY,Female,782030,24
SLV,Female,64174,24
GNQ,Female,11022,24
ERI,Female,43139,24
EST,Female,6404,24
ETH,Female,1040744,24
FJI,Female,7178,24
FIN,Female,33506,24
FRA,Female,369057,24
GUF,Female,2289,24
PYF,Female,2247,24
GAB,Female,17500,24
GMB,Female,19358,24
GEO,Female,24794,24
DEU,Female,448389,24
GHA,Female,258983,24
GRC,Female,55433,24
GRD,Female,926,24
GLP,Female,3090,24
GUM,Female,1312,24
GTM,Female,169025,24
GIN,Female,114288,24
GNB,Female,17415,24
GUY,Female,7522,24
HTI,Female,104249,24
HND,Female,92257,24
HKG,Female,46442,24
HUN,Female,58212,24
ISL,Female,2390,24
IND,Female,11308439,24
IDN,Female,2136040,24
CIV,Female,222723,24
IRN,Female,604337,24
IRQ,Female,340610,24
IRL,Female,25242,24
ISR,Female,57931,24
ITA,Female,282951,24
JAM,Female,25614,24
JPN,Female,592010,24
JOR,Female,86558,24
KAZ,Female,132960,24
KEN,Female,456855,24
KIR,Female,1052,24
KWT,Female,25658,24
KGZ,Female,51642,24
LAO,Female,68507,24
LVA,Female,9693,24
LBN,Female,59458,24
LSO,Female,23421,24
LBR,Female,40674,24
LBY,Female,52555,24
LTU,Female,18600,24
LUX,Female,3821,24
MAC,Female,4415,24
MKD,Female,14051,24
MDG,Female,242001,24
MWI,Female,179518,24
MYS,Female,298425,24
MDV,Female,3542,24
MLI,Female,155822,24
MLT,Female,2690,24
MTQ,Female,1860,24
MRT,Female,39347,24
MUS,Female,10058,24
MYT,Female,2113,24
MEX,Female,1131466,24
FSM,Female,1122,24
MDA,Female,28412,24
MNG,Female,24527,24
MNE,Female,4118,24
MAR,Female,293654,24
MOZ,Female,267416,24
MMR,Female,460532,24
NAM,Female,26106,24
NPL,Female,293315,24
NLD,Female,103173,24
NCL,Female,2260,24
NZL,Female,32997,24
NIC,Female,56753,24
NER,Female,175650,24
NGA,Female,1602842,24
PRK,Female,195245,24
NOR,Female,35014,24
OMN,Female,30764,24
PAK,Female,1806780,24
PSE,Female,49598,24
PAN,Female,32961,24
PNG,Female,72835,24
PRY,Female,64607,24
PER,Female,271228,24
PHL,Female,961821,24
POL,Female,223664,24
PRT,Female,54360,24
PRI,Female,26837,24
QAT,Female,11710,24
REU,Female,5847,24
ROU,Female,104127,24
RUS,Female,741577,24
RWA,Female,106614,24
LCA,Female,1627,24
VCT,Female,906,24
WSM,Female,1558,24
STP,Female,1720,24
SAU,Female,251000,24
SEN,Female,143120,24
SRB,Female,53386,24
SYC,Female,582,24
SLE,Female,70002,24
SGP,Female,38323,24
SVK,Female,32660,24
SVN,Female,9912,24
SLB,Female,5270,24
SOM,Female,131863,24
ZAF,Female,509990,24
KOR,Female,334010,24
SSD,Female,117925,24
ESP,Female,214426,24
LKA,Female,149384,24
SDN,Female,370726,24
SUR,Female,4692,24
SWZ,Female,14774,24
SWE,Female,64512,24
CHE,Female,51101,24
SYR,Female,146005,24
TJK,Female,82803,24
TZA,Female,507289,24
THA,Female,483065,24
TLS,Female,11726,24
TGO,Female,67898,24
TON,Female,943,24
TTO,Female,8683,24
TUN,Female,86391,24
TUR,Female,642681,24
TKM,Female,51398,24
UGA,Female,392903,24
UKR,Female,235143,24
ARE,Female,43307,24
GBR,Female,406391,24
USA,Female,2262951,24
URY,Female,25555,24
UZB,Female,299827,24
VUT,Female,2424,24
VEN,Female,270199,24
VNM,Female,795626,24
ESH,Female,5095,24
YEM,Female,288089,24
ZMB,Female,159345,24
ZWE,Female,160233,24
AFG,Female,306531,25
ALB,Female,20291,25
DZA,Female,345289,25
AGO,Female,253300,25
ATG,Female,865,25
ARG,Female,341536,25
ARM,Female,23064,25
ABW,Female,759,25
AUS,Female,167787,25
AUT,Female,54458,25
AZE,Female,84747,25
BHS,Female,3482,25
BHR,Female,12303,25
BGD,Female,1497615,25
BRB,Female,1825,25
BLR,Female,56025,25
BEL,Female,69850,25
BLZ,Female,3741,25
BEN,Female,97691,25
BTN,Female,7738,25
BOL,Female,97808,25
BIH,Female,22852,25
BWA,Female,21446,25
BRA,Female,1692061,25
VIR,Female,652,25
BRN,Female,3416,25
BGR,Female,35693,25
BFA,Female,163753,25
BDI,Female,101673,25
KHM,Female,162579,25
CMR,Female,213143,25
CAN,Female,255020,25
CPV,Female,5636,25
CAF,Female,39859,25
TCD,Female,130201,25
CHL,Female,137917,25
CHN,Female,8821624,25
COL,Female,411362,25
COM,Female,7204,25
COG,Female,41204,25
COD,Female,668998,25
CRI,Female,40447,25
HRV,Female,22507,25
CUB,Female,68073,25
CYP,Female,9373,25
CZE,Female,58624,25
DNK,Female,39604,25
DJI,Female,9252,25
DOM,Female,92369,25
ECU,Female,142772,25
EGY,Female,784074,25
SLV,Female,63385,25
GNQ,Female,10943,25
ERI,Female,42433,25
EST,Female,6806,25
ETH,Female,997004,25
FJI,Female,7240,25
FIN,Female,34882,25
FRA,Female,366525,25
GUF,Female,2234,25
PYF,Female,2229,25
GAB,Female,17370,25
GMB,Female,18662,25
GEO,Female,26074,25
DEU,Female,456258,25
GHA,Female,252494,25
GRC,Female,55631,25
GRD,Female,927,25
GLP,Female,3023,25
GUM,Female,1309,25
GTM,Female,165825,25
GIN,Female,110709,25
GNB,Female,17153,25
GUY,Female,7505,25
HTI,Female,102554,25
HND,Female,90921,25
HKG,Female,49940,25
HUN,Female,61673,25
ISL,Female,2489,25
IND,Female,11198441,25
IDN,Female,2133281,25
CIV,Female,213797,25
IRN,Female,643204,25
IRQ,Female,330156,25
IRL,Female,24965,25
ISR,Female,56727,25
ITA,Female,286537,25
JAM,Female,25417,25
JPN,Female,593023,25
JOR,Female,84773,25
KAZ,Female,142706,25
KEN,Female,437530,25
KIR,Female,1004,25
KWT,Female,26124,25
KGZ,Female,52498,25
LAO,Female,68413,25
LVA,Female,10696,25
LBN,Female,60201,25
LSO,Female,22877,25
LBR,Female,38882,25
LBY,Female,52813,25
LTU,Female,19519,25
LUX,Female,3852,25
MAC,Female,4714,25
MKD,Female,14607,25
MDG,Female,232301,25
MWI,Female,173941,25
MYS,Female,302103,25
MDV,Female,3739,25
MLI,Female,149746,25
MLT,Female,2804,25
MTQ,Female,1687,25
MRT,Female,38373,25
MUS,Female,10405,25
MYT,Female,1989,25
MEX,Female,1117572,25
FSM,Female,1092,25
MDA,Female,30021,25
MNG,Female,25315,25
MNE,Female,4159,25
MAR,Female,299155,25
MOZ,Female,257052,25
MMR,Female,454237,25
NAM,Female,25882,25
NPL,Female,286314,25
NLD,Female,104718,25
NCL,Female,2302,25
NZL,Female,33507,25
NIC,Female,56699,25
NER,Female,166851,25
NGA,Female,1546757,25
PRK,Female,197226,25
NOR,Female,35366,25
OMN,Female,32488,25
PAK,Female,1785655,25
PSE,Female,48827,25
PAN,Female,32486,25
PNG,Female,70378,25
PRY,Female,63585,25
PER,Female,272934,25
PHL,Female,955329,25
POL,Female,234719,25
PRT,Female,54309,25
PRI,Female,27157,25
QAT,Female,12867,25
REU,Female,5698,25
ROU,Female,103399,25
RUS,Female,794329,25
RWA,Female,101803,25
LCA,Female,1643,25
VCT,Female,900,25
WSM,Female,1495,25
STP,Female,1638,25
SAU,Female,262471,25
SEN,Female,139837,25
SRB,Female,54095,25
SYC,Female,597,25
SLE,Female,67431,25
SGP,Female,39162,25
SVK,Female,34441,25
SVN,Female,10174,25
SLB,Female,5063,25
SOM,Female,125612,25
ZAF,Female,509212,25
KOR,Female,343401,25
SSD,Female,113956,25
ESP,Female,220172,25
LKA,Female,149578,25
SDN,Female,357474,25
SUR,Female,4691,25
SWZ,Female,14755,25
SWE,Female,70252,25
CHE,Female,52748,25
SYR,Female,130252,25
TJK,Female,81971,25
TZA,Female,495519,25
THA,Female,485480,25
TLS,Female,10523,25
TGO,Female,66054,25
TON,Female,921,25
TTO,Female,8921,25
TUN,Female,88752,25
TUR,Female,633196,25
TKM,Female,54030,25
UGA,Female,378230,25
UKR,Female,246535,25
ARE,Female,44550,25
GBR,Female,414325,25
USA,Female,2304082,25
URY,Female,25670,25
UZB,Female,308975,25
VUT,Female,2351,25
VEN,Female,269377,25
VNM,Female,846753,25
ESH,Female,5196,25
YEM,Female,287852,25
ZMB,Female,152959,25
ZWE,Female,158348,25
AFG,Female,291438,26
ALB,Female,19113,26
DZA,Female,357435,26
AGO,Female,244853,26
ATG,Female,862,26
ARG,Female,342128,26
ARM,Female,24690,26
ABW,Female,743,26
AUS,Female,171317,26
AUT,Female,56342,26
AZE,Female,88592,26
BHS,Female,3528,26
BHR,Female,13186,26
BGD,Female,1485677,26
BRB,Female,1842,26
BLR,Female,59508,26
BEL,Female,71349,26
BLZ,Female,3672,26
BEN,Female,94489,26
BTN,Female,7784,26
BOL,Female,95855,26
BIH,Female,22758,26
BWA,Female,21431,26
BRA,Female,1687034,26
VIR,Female,649,26
BRN,Female,3423,26
BGR,Female,37860,26
BFA,Female,157870,26
BDI,Female,100811,26
KHM,Female,162241,26
CMR,Female,208401,26
CAN,Female,261302,26
CPV,Female,5588,26
CAF,Female,37738,26
TCD,Female,124750,26
CHL,Female,139392,26
CHN,Female,9331514,26
COL,Female,414089,26
COM,Female,7052,26
COG,Female,39797,26
COD,Female,646008,26
CRI,Female,40645,26
HRV,Female,22516,26
CUB,Female,68990,26
CYP,Female,9487,26
CZE,Female,62191,26
DNK,Female,39891,26
DJI,Female,9174,26
DOM,Female,91758,26
ECU,Female,141451,26
EGY,Female,789868,26
SLV,Female,62149,26
GNQ,Female,10876,26
ERI,Female,42056,26
EST,Female,7268,26
ETH,Female,953478,26
FJI,Female,7236,26
FIN,Female,35679,26
FRA,Female,366182,26
GUF,Female,2171,26
PYF,Female,2212,26
GAB,Female,17233,26
GMB,Female,17991,26
GEO,Female,27040,26
DEU,Female,467089,26
GHA,Female,246464,26
GRC,Female,55937,26
GRD,Female,941,26
GLP,Female,2892,26
GUM,Female,1299,26
GTM,Female,161993,26
GIN,Female,107156,26
GNB,Female,16850,26
GUY,Female,7276,26
HTI,Female,100965,26
HND,Female,89332,26
HKG,Female,52868,26
HUN,Female,63762,26
ISL,Female,2540,26
IND,Female,11104635,26
IDN,Female,2127658,26
CIV,Female,205216,26
IRN,Female,690126,26
IRQ,Female,320381,26
IRL,Female,25068,26
ISR,Female,55916,26
ITA,Female,289720,26
JAM,Female,25146,26
JPN,Female,597270,26
JOR,Female,83063,26
KAZ,Female,151640,26
KEN,Female,423211,26
KIR,Female,969,26
KWT,Female,27246,26
KGZ,Female,53626,26
LAO,Female,67804,26
LVA,Female,11572,26
LBN,Female,60563,26
LSO,Female,22365,26
LBR,Female,37392,26
LBY,Female,53297,26
LTU,Female,20078,26
LUX,Female,3892,26
MAC,Female,5088,26
MKD,Female,15056,26
MDG,Female,222979,26
MWI,Female,168597,26
MYS,Female,304285,26
MDV,Female,3919,26
MLI,Female,143857,26
MLT,Female,2896,26
MTQ,Female,1627,26
MRT,Female,37422,26
MUS,Female,10527,26
MYT,Female,1905,26
MEX,Female,1103638,26
FSM,Female,1053,26
MDA,Female,31975,26
MNG,Female,26275,26
MNE,Female,4181,26
MAR,Female,302543,26
MOZ,Female,247041,26
MMR,Female,448177,26
NAM,Female,25477,26
NPL,Female,279725,26
NLD,Female,105905,26
NCL,Female,2314,26
NZL,Female,33788,26
NIC,Female,56612,26
NER,Female,158699,26
NGA,Female,1495427,26
PRK,Female,197595,26
NOR,Female,35702,26
OMN,Female,34155,26
PAK,Female,1764378,26
PSE,Female,47624,26
PAN,Female,32099,26
PNG,Female,68178,26
PRY,Female,62628,26
PER,Female,273873,26
PHL,Female,942252,26
POL,Female,244357,26
PRT,Female,54382,26
PRI,Female,27277,26
QAT,Female,14034,26
REU,Female,5571,26
ROU,Female,105370,26
RUS,Female,861448,26
RWA,Female,99079,26
LCA,Female,1635,26
VCT,Female,892,26
WSM,Female,1422,26
STP,Female,1583,26
SAU,Female,271272,26
SEN,Female,136534,26
SRB,Female,54907,26
SYC,Female,610,26
SLE,Female,65042,26
SGP,Female,39514,26
SVK,Female,35996,26
SVN,Female,10511,26
SLB,Female,4871,26
SOM,Female,119900,26
ZAF,Female,508836,26
KOR,Female,346211,26
SSD,Female,110042,26
ESP,Female,225211,26
LKA,Female,149482,26
SDN,Female,343942,26
SUR,Female,4656,26
SWZ,Female,14668,26
SWE,Female,73942,26
CHE,Female,54193,26
SYR,Female,118546,26
TJK,Female,81529,26
TZA,Female,482902,26
THA,Female,483759,26
TLS,Female,9520,26
TGO,Female,64431,26
TON,Female,884,26
TTO,Female,9243,26
TUN,Female,91274,26
TUR,Female,627027,26
TKM,Female,55804,26
UGA,Female,363524,26
UKR,Female,261005,26
ARE,Female,46669,26
GBR,Female,422179,26
USA,Female,2328463,26
URY,Female,25637,26
UZB,Female,315131,26
VUT,Female,2309,26
VEN,Female,268826,26
VNM,Female,881885,26
ESH,Female,5269,26
YEM,Female,284739,26
ZMB,Female,147062,26
ZWE,Female,156392,26
AFG,Female,278091,27
ALB,Female,18421,27
DZA,Female,364370,27
AGO,Female,236536,27
ATG,Female,851,27
ARG,Female,340641,27
ARM,Female,25880,27
ABW,Female,701,27
AUS,Female,174506,27
AUT,Female,57220,27
AZE,Female,91346,27
BHS,Female,3516,27
BHR,Female,13561,27
BGD,Female,1477902,27
BRB,Female,1842,27
BLR,Female,63184,27
BEL,Female,72172,27
BLZ,Female,3602,27
BEN,Female,91256,27
BTN,Female,7842,27
BOL,Female,94036,27
BIH,Female,22956,27
BWA,Female,21391,27
BRA,Female,1692909,27
VIR,Female,625,27
BRN,Female,3477,27
BGR,Female,40015,27
BFA,Female,152271,27
BDI,Female,99156,27
KHM,Female,155096,27
CMR,Female,203511,27
CAN,Female,261898,27
CPV,Female,5495,27
CAF,Female,36017,27
TCD,Female,119356,27
CHL,Female,140763,27
CHN,Female,10103913,27
COL,Female,413970,27
COM,Female,6911,27
COG,Female,38738,27
COD,Female,622878,27
CRI,Female,40852,27
HRV,Female,23122,27
CUB,Female,71582,27
CYP,Female,9529,27
CZE,Female,64238,27
DNK,Female,39245,27
DJI,Female,9178,27
DOM,Female,90545,27
ECU,Female,140201,27
EGY,Female,800471,27
SLV,Female,60376,27
GNQ,Female,10832,27
ERI,Female,42069,27
EST,Female,7789,27
ETH,Female,911261,27
FJI,Female,7124,27
FIN,Female,35550,27
FRA,Female,369122,27
GUF,Female,2094,27
PYF,Female,2198,27
GAB,Female,17081,27
GMB,Female,17352,27
GEO,Female,27492,27
DEU,Female,482672,27
GHA,Female,241181,27
GRC,Female,56374,27
GRD,Female,973,27
GLP,Female,2670,27
GUM,Female,1279,27
GTM,Female,157249,27
GIN,Female,103598,27
GNB,Female,16476,27
GUY,Female,6728,27
HTI,Female,99591,27
HND,Female,87413,27
HKG,Female,54873,27
HUN,Female,63634,27
ISL,Female,2514,27
IND,Female,11038720,27
IDN,Female,2116278,27
CIV,Female,197256,27
IRN,Female,747072,27
IRQ,Female,311762,27
IRL,Female,25687,27
ISR,Female,55700,27
ITA,Female,292051,27
JAM,Female,24812,27
JPN,Female,606533,27
JOR,Female,81476,27
KAZ,Female,158921,27
KEN,Female,416626,27
KIR,Female,961,27
KWT,Female,29354,27
KGZ,Female,55191,27
LAO,Female,66440,27
LVA,Female,12192,27
LBN,Female,60409,27
LSO,Female,21944,27
LBR,Female,36346,27
LBY,Female,54088,27
LTU,Female,20090,27
LUX,Female,3948,27
MAC,Female,5580,27
MKD,Female,15326,27
MDG,Female,214385,27
MWI,Female,163587,27
MYS,Female,304484,27
MDV,Female,4069,27
MLI,Female,138019,27
MLT,Female,2952,27
MTQ,Female,1743,27
MRT,Female,36497,27
MUS,Female,10295,27
MYT,Female,1885,27
MEX,Female,1090834,27
FSM,Female,1005,27
MDA,Female,34437,27
MNG,Female,27477,27
MNE,Female,4172,27
MAR,Female,302360,27
MOZ,Female,237423,27
MMR,Female,442397,27
NAM,Female,24812,27
NPL,Female,274071,27
NLD,Female,106494,27
NCL,Female,2281,27
NZL,Female,33726,27
NIC,Female,56488,27
NER,Female,151340,27
NGA,Female,1449804,27
PRK,Female,195524,27
NOR,Female,36031,27
OMN,Female,35671,27
PAK,Female,1744490,27
PSE,Female,45801,27
PAN,Female,31865,27
PNG,Female,66406,27
PRY,Female,61872,27
PER,Female,273548,27
PHL,Female,919534,27
POL,Female,251477,27
PRT,Female,54654,27
PRI,Female,27103,27
QAT,Female,15155,27
REU,Female,5475,27
ROU,Female,111519,27
RUS,Female,946886,27
RWA,Female,99521,27
LCA,Female,1592,27
VCT,Female,883,27
WSM,Female,1333,27
STP,Female,1567,27
SAU,Female,275514,27
SEN,Female,133108,27
SRB,Female,55850,27
SYC,Female,619,27
SLE,Female,62917,27
SGP,Female,39122,27
SVK,Female,37143,27
SVN,Female,10951,27
SLB,Female,4700,27
SOM,Female,115047,27
ZAF,Female,509181,27
KOR,Female,339295,27
SSD,Female,106259,27
ESP,Female,228519,27
LKA,Female,148717,27
SDN,Female,329972,27
SUR,Female,4571,27
SWZ,Female,14485,27
SWE,Female,74258,27
CHE,Female,55310,27
SYR,Female,113259,27
TJK,Female,81795,27
TZA,Female,468108,27
THA,Female,476173,27
TLS,Female,8871,27
TGO,Female,63063,27
TON,Female,824,27
TTO,Female,9667,27
TUN,Female,93966,27
TUR,Female,626321,27
TKM,Female,56142,27
UGA,Female,348466,27
UKR,Female,279722,27
ARE,Female,50068,27
GBR,Female,429902,27
USA,Female,2326908,27
URY,Female,25389,27
UZB,Female,316745,27
VUT,Female,2317,27
VEN,Female,268692,27
VNM,Female,890887,27
ESH,Female,5298,27
YEM,Female,277097,27
ZMB,Female,141860,27
ZWE,Female,154248,27
AFG,Female,266140,28
ALB,Female,18082,28
DZA,Female,367577,28
AGO,Female,228388,28
ATG,Female,836,28
ARG,Female,337778,28
ARM,Female,26728,28
ABW,Female,644,28
AUS,Female,177338,28
AUT,Female,57428,28
AZE,Female,93189,28
BHS,Female,3464,28
BHR,Female,13580,28
BGD,Female,1472330,28
BRB,Female,1833,28
BLR,Female,66852,28
BEL,Female,72545,28
BLZ,Female,3529,28
BEN,Female,88032,28
BTN,Female,7892,28
BOL,Female,92301,28
BIH,Female,23323,28
BWA,Female,21331,28
BRA,Female,1705658,28
VIR,Female,589,28
BRN,Female,3560,28
BGR,Female,42086,28
BFA,Female,146932,28
BDI,Female,96888,28
KHM,Female,144167,28
CMR,Female,198494,28
CAN,Female,258834,28
CPV,Female,5368,28
CAF,Female,34584,28
TCD,Female,114054,28
CHL,Female,141915,28
CHN,Female,10996960,28
COL,Female,411935,28
COM,Female,6775,28
COG,Female,37932,28
COD,Female,599954,28
CRI,Female,41033,28
HRV,Female,24099,28
CUB,Female,75048,28
CYP,Female,9521,28
CZE,Female,65280,28
DNK,Female,37991,28
DJI,Female,9219,28
DOM,Female,88938,28
ECU,Female,138933,28
EGY,Female,813117,28
SLV,Female,58258,28
GNQ,Female,10784,28
ERI,Female,42304,28
EST,Female,8330,28
ETH,Female,870558,28
FJI,Female,6949,28
FIN,Female,34839,28
FRA,Female,374190,28
GUF,Female,2012,28
PYF,Female,2187,28
GAB,Female,16910,28
GMB,Female,16743,28
GEO,Female,27590,28
DEU,Female,500543,28
GHA,Female,236424,28
GRC,Female,57006,28
GRD,Female,1016,28
GLP,Female,2401,28
GUM,Female,1253,28
GTM,Female,151970,28
GIN,Female,100062,28
GNB,Female,16053,28
GUY,Female,5997,28
HTI,Female,98334,28
HND,Female,85273,28
HKG,Female,56281,28
HUN,Female,62118,28
ISL,Female,2439,28
IND,Female,10986903,28
IDN,Female,2101899,28
CIV,Female,189784,28
IRN,Female,808623,28
IRQ,Female,303915,28
IRL,Female,26683,28
ISR,Female,55882,28
ITA,Female,293996,28
JAM,Female,24429,28
JPN,Female,619344,28
JOR,Female,79981,28
KAZ,Female,164605,28
KEN,Female,414904,28
KIR,Female,969,28
KWT,Female,32034,28
KGZ,Female,56850,28
LAO,Female,64562,28
LVA,Female,12624,28
LBN,Female,59860,28
LSO,Female,21563,28
LBR,Female,35601,28
LBY,Female,55046,28
LTU,Female,19734,28
LUX,Female,4015,28
MAC,Female,6122,28
MKD,Female,15472,28
MDG,Female,206356,28
MWI,Female,158731,28
MYS,Female,303032,28
MDV,Female,4189,28
MLI,Female,132340,28
MLT,Female,2983,28
MTQ,Female,1966,28
MRT,Female,35590,28
MUS,Female,9841,28
MYT,Female,1905,28
MEX,Female,1078577,28
FSM,Female,950,28
MDA,Female,37081,28
MNG,Female,28746,28
MNE,Female,4148,28
MAR,Female,299874,28
MOZ,Female,228223,28
MMR,Female,436904,28
NAM,Female,23971,28
NPL,Female,268965,28
NLD,Female,106635,28
NCL,Female,2218,28
NZL,Female,33427,28
NIC,Female,56312,28
NER,Female,144656,28
NGA,Female,1408555,28
PRK,Female,191900,28
NOR,Female,36325,28
OMN,Female,36982,28
PAK,Female,1723874,28
PSE,Female,43582,28
PAN,Female,31724,28
PNG,Female,64940,28
PRY,Female,61203,28
PER,Female,272224,28
PHL,Female,890651,28
POL,Female,257034,28
PRT,Female,55123,28
PRI,Female,26745,28
QAT,Female,16199,28
REU,Female,5406,28
ROU,Female,120029,28
RUS,Female,1040847,28
RWA,Female,101927,28
LCA,Female,1529,28
VCT,Female,873,28
WSM,Female,1237,28
STP,Female,1574,28
SAU,Female,276541,28
SEN,Female,129623,28
SRB,Female,56837,28
SYC,Female,625,28
SLE,Female,60989,28
SGP,Female,38304,28
SVK,Female,38007,28
SVN,Female,11452,28
SLB,Female,4548,28
SOM,Female,110781,28
ZAF,Female,509556,28
KOR,Female,326754,28
SSD,Female,102558,28
ESP,Female,231119,28
LKA,Female,147658,28
SDN,Female,316001,28
SUR,Female,4455,28
SWZ,Female,14221,28
SWE,Female,72343,28
CHE,Female,56196,28
SYR,Female,112366,28
TJK,Female,82350,28
TZA,Female,452084,28
THA,Female,465286,28
TLS,Female,8466,28
TGO,Female,61864,28
TON,Female,751,28
TTO,Female,10153,28
TUN,Female,96648,28
TUR,Female,629172,28
TKM,Female,55478,28
UGA,Female,333368,28
UKR,Female,300582,28
ARE,Female,54220,28
GBR,Female,437207,28
USA,Female,2307696,28
URY,Female,24997,28
UZB,Female,314974,28
VUT,Female,2353,28
VEN,Female,268631,28
VNM,Female,882221,28
ESH,Female,5294,28
YEM,Female,266436,28
ZMB,Female,137163,28
ZWE,Female,151933,28
